Fileme,X,Rep,SB,GC,Day,Entry,Plant,Rep_SB_Day_Entry_Plant,Name,Country,Region,MG,Diversity,Stem,Cluster,Seed_weight,Shoot_weight,Root_weight,TRL,PRL,SRL,MSL,SRL_LRB,SL_PL,MED,MAX,LED,PER,DIA,VOL,PRA,TRLUpper,TRLLower,CVA,DEP,WID,WDR,NWA,RHZO,LRB,NLR,IRB,Area,TRAUpper,TRALower,SOL,BSH,CM,CMT,CMM,CMB,CP,CPT,CPM,CPB,Median_angle,Mean_angle
KGF_Rep1_SB1_Day6_198_2,Rep1_SB1_198_2,1,1,1,6,198,2,1_1_6_198_2,PI479713,China,Jilin,2,Landrace,N,6,,,,53.91076425,19.60801196,34.30275229,1.071961009,2.073490933,1.631985949,1,6,0.276392449,92.344,0.131149879,96.03659152,11.67262571,10.88073394,39.36697248,51.77215723,17.42201835,5.963302752,0.342285413,0.474875852,893.2683486,26,37,37,6.300069439,1.932497265,4.154953287,0.0092,6,0.356854537,0.279609998,0.386400352,0.893936477,0.474900746,0.23012512,0.466634585,0.948989413,,
KGF_Rep2_SB3_Day6_198_1,Rep2_SB3_198_1,2,3,1,6,198,1,2_3_6_198_1,PI479713,China,Jilin,2,Landrace,N,6,,,,124.6990207,19.41746732,105.2815534,2.924487594,2.309241124,1.854000803,1,16,2.315485564,210.7471845,0.183854943,79.65731896,10.33506694,85.65048544,36.99029126,120.1997832,17.75728155,12.66019417,0.7129579,1.194834574,2222.018204,54,55,52,9.885180036,6.997172212,2.736921482,0.0099,16,0.261587547,0.211877895,0.382961803,0.854424414,0.379772004,0.169875194,0.434146341,0.926829268,90,62.33333333
KGF_Rep2_SB3_Day6_198_2,Rep2_SB3_198_2,2,3,1,6,198,2,2_3_6_198_2,PI479713,China,Jilin,2,Landrace,N,6,,,,140.6484071,18.61928087,122.0291262,4.358183079,2.511578698,1.503817478,1,20,2.935075653,168.2342136,0.194748958,98.62029085,10.94745394,103.5825243,35.29126214,101.1457253,15.81553398,11.98058252,0.757519951,1.35026864,2292.269417,56,54,54,10.88833773,8.138938637,2.610425111,0.0133,20,0.182709643,0.146977929,0.402396786,0.99880024,0.360613592,0.146697933,0.467793941,0.99880024,70,69.45833333
KGF_Rep3_SB5_Day6_198_1,Rep3_SB5_198_1,3,5,1,6,198,1,3_5_6_198_1,PI479713,China,Jilin,2,Landrace,N,6,,,,79.17957503,23.64957503,55.53,2.524090909,1.979489376,0.930249274,1,6,0.814043584,98.01987,0.180138737,146.3487376,15.50061815,33.62,41.3,89.7702,22.05,8,0.362811791,0.7757,1179.08125,40,35,37,9.369775,4.785,4.2054,0.0086,6,0.312578931,0.297945451,0.382653821,1,0.373719075,0.237872383,0.409141583,1,90,44.16666667
KGF_Rep3_SB5_Day6_198_2,Rep3_SB5_198_2,3,5,1,6,198,2,3_5_6_198_2,PI479713,China,Jilin,2,Landrace,N,6,,,,73.95805266,22.74805266,51.21,2.13375,2.175236843,1.055035363,1,6,1.764169639,101.11209,0.17237678,154.3830466,14.83271555,44.51,25.23,73.49175,20.59,7.1,0.344827586,0.7181,1162.73375,34,33,34,8.4026625,5.4896,2.6048,0.0098,6,0.287362887,0.270486613,0.377470242,1,0.367504022,0.240291795,0.393184145,1,90,44.95833333
KGF_Rep4_SB8_Day6_198_1,Rep4_SB8_198_1,4,8,2,6,198,1,4_8_6_198_1,PI479713,China,Jilin,2,Landrace,N,6,,,,137.4267211,19.65680955,117.7699115,2.560215467,2.748534421,2.340155958,1,19,2.792471521,204.1989381,0.158792711,223.0372708,15.2572312,99.78761062,35.73451327,122.7858877,17.73451327,13.50442478,0.761477046,1.199310831,2383.710177,50,65,61,11.29569661,8.593155298,2.59386013,0.0098,19,0.246185549,0.201498082,0.436126136,0.712189961,0.400515844,0.161515454,0.498634531,0.809571286,90,83.91666667
KGF_Rep4_SB8_Day6_198_2,Rep4_SB8_198_2,4,8,2,6,198,2,4_8_6_198_2,PI479713,China,Jilin,2,Landrace,N,6,,,,160.6502152,22.85375499,137.7964602,1.252695093,,,,18,1.349441891,278.7867699,0.204133804,110.3781812,13.35958032,90.9380531,67.38938053,177.6655572,20.82300885,15.08849558,0.724606885,1.40379043,2855.051991,56,135,121,12.12469653,7.288981126,4.674132665,0.0079,9,0.282680781,0.224213682,0.413067622,0.80971943,0.527763614,0.202909167,0.500797093,0.823859355,90,189.1666667
KGF_Rep5_SB9_Day6_198_1,Rep5_SB9_198_1,5,9,1,6,198,1,5_9_6_198_1,PI479713,China,Jilin,2,Landrace,N,6,,,,44.1084256,20.4161179,23.69230769,0.911242604,1.837851067,1.273503617,1,3,1.607902736,74.41343269,0.206769463,91.70903233,12.41707525,25.43269231,15.81730769,43.13133321,19.15384615,4.375,0.228413655,0.411612426,739.2944712,24,29,31,5.329465607,3.108357988,2.000277367,0.0095,3,0.241962599,0.22287807,0.362496038,0.894742562,0.36077456,0.216095221,0.370069284,0.956735951,90,38.125
KGF_Rep5_SB9_Day6_198_2,Rep5_SB9_198_2,5,9,1,6,198,2,5_9_6_198_2,PI479713,China,Jilin,2,Landrace,N,6,,,,37.91640095,19.72409326,18.19230769,0.909615385,1.723472771,1.01398831,1,2,1.679422383,63.26651923,0.221359068,116.6749055,12.8452102,22.36538462,13.31730769,34.68518861,18.52884615,3.625,0.195640893,0.352533284,591.1538462,22,22,23,4.923053809,2.945543639,1.84079142,0.0102,2,0.210378821,0.204767104,0.365785713,1,0.286679726,0.227656709,0.363695723,1,86,26.25
KGF_Rep6_SB12_Day6_198_1,Rep6_SB12_198_1,6,12,2,6,198,1,6_12_6_198_1,PI479713,China,Jilin,2,Landrace,N,6,,,,161.6766017,27.59660172,134.08,2.352280702,1.971665875,2.065471705,,15,2.216155876,233.55102,,,,109.19,49.27,172.63235,22.61,13.65,0.60371517,1.5858,2616.77625,82,84,83,16.880075,11.823,4.9083,0.0092,5,0.246829876,0.199817266,0.45324897,0.869102639,0.484720977,0.166666667,0.506846839,0.855322557,90,94.41666667
KGF_Rep6_SB12_Day6_198_2,Rep6_SB12_198_2,6,12,2,6,198,2,6_12_6_198_2,PI479713,China,Jilin,2,Landrace,N,6,,,,159.3719928,,130.22,2.066984127,2.096999905,2.161087254,,13,2.156553398,243.95413,,,,106.62,49.44,169.40025,25.45,12.96,0.509233792,1.5606,2669.48625,76,90,90,17.2170125,12.046,5.033,0.0092,6.5,0.248004343,0.17361876,0.446765258,0.796418633,0.48558471,0.14884877,0.501106037,0.788173731,90,103.2083333
KGF_Rep7_SB14_Day6_198_1,Rep7_SB14_198_1,7,14,2,6,198,1,7_14_6_198_1,PI479713,China,Jilin,2,Landrace,N,6,,,,111.0508967,23.06188573,87.98901099,1.872106617,2.056498087,2.037994662,1,12,3.60332871,173.6815714,0.226054028,149.735624,15.24133376,85.64835165,23.76923077,106.9614781,21.43956044,9.395604396,0.438236802,1.202753291,1895.994505,54,62,64,9.176050598,6.932013042,2.127279314,0.0112,12,0.190834608,0.168321503,0.405507558,0.998729675,0.35884795,0.219419808,0.436550018,0.99898374,90,81.54166667
KGF_Rep7_SB14_Day6_198_2,Rep7_SB14_198_2,7,14,2,6,198,2,7_14_6_198_2,PI479713,China,Jilin,2,Landrace,N,6,,,,128.2770586,21.69464106,106.5824176,2.422327672,2.290661762,2.028150633,1,16,2.714935065,159.2024835,0.221263736,115.5992095,13.74963682,91.89010989,33.84615385,80.36040333,19.79120879,7.835164835,0.395891172,1.388600411,2023.026099,56,69,68,9.290106871,6.722376525,2.390411786,0.0173,16,0.264635645,0.232830329,0.407552162,0.999330477,0.426267225,0.221892195,0.461824213,0.999196572,90,90.16666667
KGF_Rep1_SB2_Day6_211_1,Rep1_SB2_211_1,1,2,2,6,211,1,1_2_6_211_1,PI507487,Japan,Tohoku,3,Landrace,D,2,,,,74.60359927,20.99833611,53.60526316,2.552631579,1.695536347,1.000079239,1,8,2.314216478,107.8501842,0.153907496,96.54873757,12.03697019,50.26315789,21.71929825,78.216759,19.30701754,8.324561404,0.431167651,0.640120037,1195.346491,44,37,39,8.058931594,5.36041859,2.540089258,0.0082,8,0.292885271,0.287897147,0.357132448,0.999141631,0.32360515,0.183118741,0.377136169,0.999141631,90,31.75
KGF_Rep1_SB2_Day6_211_2,Rep1_SB2_211_2,1,2,2,6,211,2,1_2_6_211_2,PI507487,Japan,Tohoku,3,Landrace,D,2,,,,66.86084402,18.24680893,48.61403509,1.519188596,1.671521101,1.753731303,1,8,3.1235327,87.10629825,0.167182844,161.2623191,13.07522353,49.01754386,15.69298246,42.98214835,16.49122807,4.657894737,0.282446809,0.571021853,938.9144737,40,52,55,7.35426285,5.41966759,1.838796553,0.0133,8,0.226746016,0.208774256,0.396267206,0.999484004,0.319707817,0.1812758,0.422050224,0.999484004,90,49.54166667
KGF_Rep2_SB4_Day6_211_1,Rep2_SB4_211_1,2,4,2,6,211,1,2_4_6_211_1,PI507487,Japan,Tohoku,3,Landrace,D,2,,,,128.7053319,23.84533188,104.86,1.115531915,,3.942071365,1,13,1.957361602,151.92593,0.251505078,209.7234579,17.11414014,83.09,42.45,63.57165,21.63,5.48,0.253351826,1.2652,1696.39875,54,118,112,11.7387625,8.0897,3.449,,,0.264225316,0.20225025,0.405412684,0.798692063,0.513210402,0.207858586,0.462232558,0.820444444,,
KGF_Rep2_SB4_Day6_211_2,Rep2_SB4_211_2,2,4,2,6,211,2,2_4_6_211_2,PI507487,Japan,Tohoku,3,Landrace,D,2,,,,129.4299617,24.38996175,105.04,1.313,,3.280037944,1,13,1.943975621,134.23241,0.29174954,284.1713498,19.90764433,82.93,42.66,84.44675,21.54,7.5,0.348189415,1.2676,1725.435,56,106,108,14.01765,10.1933,3.6071,,,0.259619399,0.196159125,0.397081384,0.843088714,0.604244341,0.177282142,0.452561336,0.848407252,,
KGF_Rep3_SB5_Day6_211_1,Rep3_SB5_211_1,3,5,1,6,211,1,3_5_6_211_1,PI507487,Japan,Tohoku,3,Landrace,D,2,,,,96.62716954,24.06716954,72.56,1.577391304,1.858214799,1.911317404,1,8.3,1.942448331,129.65289,0.220248266,255.100308,18.95197184,61.09,31.45,86.6618,21.69,7.47,0.34439834,0.9433,1426.93,52,61,63,10.95885,7.3029,3.3639,0.0109,8.3,0.251459001,0.215007255,0.386630612,0.873515691,0.436691006,0.237610566,0.418184902,0.900945111,90,80.75
KGF_Rep3_SB5_Day6_211_2,Rep3_SB5_211_2,3,5,1,6,211,2,3_5_6_211_2,PI507487,Japan,Tohoku,3,Landrace,D,2,,,,113.2444278,23.73442784,89.51,2.295128205,2.573736996,1.643182648,1,11,2.766460905,178.67105,0.201898503,171.209731,17.37300737,80.67,29.16,113.90675,22.11,9.92,0.448665762,1.1161,1825.07875,44,46,47,12.3783,8.8629,3.2045,0.0098,11,0.240809619,0.223212343,0.3740659,0.9995842,0.338504185,0.230977131,0.402224532,0.9995842,74,63.91666667
KGF_Rep4_SB8_Day6_211_1,Rep4_SB8_211_1,4,8,2,6,211,1,4_8_6_211_1,PI507487,Japan,Tohoku,3,Landrace,D,2,,,,93.7925896,21.57135067,72.22123894,1.164858693,,2.874182566,1,10,4.420146138,135.2916195,0.162423693,221.643249,15.60610569,74.94690265,16.95575221,75.71184118,18.90265487,7.769911504,0.411048689,0.813297831,1465.856195,30,77,71,8.473549221,6.48633409,1.903438014,0.0107,10,0.172283324,0.135918615,0.448723443,0.857203712,0.504109548,0.19022574,0.489890136,0.846513468,90,106.5416667
KGF_Rep4_SB8_Day6_211_2,Rep4_SB8_211_2,4,8,2,6,211,2,4_8_6_211_2,PI507487,Japan,Tohoku,3,Landrace,D,2,,,,129.9100154,23.77727208,106.1327434,1.739881039,2.029843991,2.565475123,1,15,4.815864023,198.2101593,0.165719231,175.2724041,15.92274989,105.3097345,21.86725664,106.4953794,20.67256637,9.265486726,0.448202055,1.125460099,2060.832965,64,85,81,10.02904495,7.651186467,2.28686663,0.0106,15,0.183216752,0.16113819,0.398185862,0.914904463,0.388487444,0.191588286,0.436758849,0.926849081,90,102.9166667
KGF_Rep5_SB10_Day6_211_1,Rep5_SB10_211_1,5,10,2,6,211,1,5_10_6_211_1,PI507487,Japan,Tohoku,3,Landrace,D,2,,,,70.22131132,21.97131132,48.25,1.269736842,1.755532783,1.729528085,1,7,3.905349794,106.2085577,0.307759895,,19.83914599,54.75,14.01923077,55.38854475,19.02884615,4.961538462,0.260737746,0.661242604,1072.694712,40,53,54,5.933489737,4.375369822,1.512943787,0.0119,7,0.136605797,0.130173922,0.357748724,1,0.262998566,0.205330114,0.36052248,1,90,58.5
KGF_Rep5_SB10_Day6_211_2,Rep5_SB10_211_2,5,10,2,6,211,2,5_10_6_211_2,PI507487,Japan,Tohoku,3,Landrace,D,2,,,,75.92683704,24.24414473,51.68269231,1.148504274,1.898170926,1.856118271,1,7,2.286643539,112.942125,0.167175153,74.4712273,11.6502664,50.70192308,22.17307692,70.01354475,22.05769231,6.288461538,0.285091543,0.710244083,1231.104567,40,68,64,6.354058802,4.22254068,1.980861686,0.0101,7,0.213487212,0.186099154,0.401003217,0.830964256,0.367830424,0.2099335,0.436144487,0.919506789,90,72.41666667
KGF_Rep6_SB11_Day6_211_1,Rep6_SB11_211_1,6,11,1,6,211,1,6_11_6_211_1,PI507487,Japan,Tohoku,3,Landrace,D,2,,,,27.52292568,,16.41071429,1.367559524,1.251042076,1.079893063,1,6,0.648048048,40.57638393,0.192038756,55.87096131,6.13542226,9.633928571,14.86607143,17.41876594,9.241071429,4.767857143,0.515942029,0.231026786,442.0948661,22,18,19,2.82288345,1.212133291,1.445392219,0.0133,6,0.326755915,0.232333028,0.441596731,0.999584027,0.395244038,0.239080699,0.415557404,0.999584027,36,10.5
KGF_Rep6_SB11_Day6_211_2,Rep6_SB11_211_2,6,11,1,6,211,2,6_11_6_211_2,PI507487,Japan,Tohoku,3,Landrace,D,2,,,,25.03844374,,11.51785714,0.383928571,1.391024652,2.218838641,1,2,1.574206755,38.72975893,0.139528282,26.16082141,5.416642691,13.73214286,8.723214286,14.31194196,12.16071429,1.982142857,0.162995595,0.213169643,373.96875,18,32,34,1.979372608,0.967952806,0.860012755,0.0149,2,0.203825369,0.201356144,0.350522193,1,0.251022628,0.215912388,0.350522193,1,90,44.625
KGF_Rep7_SB13_Day6_211_1,Rep7_SB13_211_1,7,13,1,6,211,1,7_13_6_211_1,PI507487,Japan,Tohoku,3,Landrace,D,2,,,,77.11798597,24.49893835,52.61904762,1.753968254,2.409937062,1.224542858,1,7,3.751519757,119.6108095,0.248685714,157.448289,17.43904493,58.77380952,15.66666667,72.82560941,21.96428571,6.369047619,0.2899729,0.892148526,1162.596726,32,42,43,8.977997449,6.531179138,2.31207483,0.0123,7,0.144335684,0.141680316,0.35500299,0.998948475,0.256046267,0.20388626,0.357833859,0.998948475,90,45.5
KGF_Rep7_SB13_Day6_211_2,Rep7_SB13_211_2,7,13,1,6,211,2,7_13_6_211_2,PI507487,Japan,Tohoku,3,Landrace,D,2,,,,46.01125369,20.53506321,25.47619048,1.019047619,1.64325906,1.217429902,1,4,2.451977401,77.97266667,0.222247401,85.91694909,13.09976461,31,12.64285714,37.69628685,18.69047619,4.976190476,0.266242038,0.526643991,737.5342262,28,29,31,5.620624291,3.580073696,1.921485261,0.014,4,0.127295014,0.123554811,0.333743842,0.99674525,0.248029557,0.175968428,0.333743842,0.997844828,52,36.08333333
KGF_Rep1_SB1_Day9_132_1,Rep1_SB1_132_1,1,1,1,9,132,1,1_1_9_132_1,PI430596,China,Fujian,2,Landrace,S,6,,,,208.3909303,34.24414127,174.146789,3.285788472,2.894318476,1.547710003,1,16,2.422958398,261.5082294,0.138690434,84.4988208,13.87472853,144.266055,59.5412844,207.7254861,31.34862385,12,0.382791923,1.889824089,3276.893349,72,101,92,16.91290716,11.84437337,4.709536234,0.0091,16,0.272451554,0.18715173,0.367720494,0.72889499,0.368150985,0.21779454,0.456531058,0.859929078,,
KGF_Rep1_SB1_Day9_132_2,Rep1_SB1_132_2,1,1,1,9,132,2,1_1_9_132_2,PI430596,China,Fujian,2,Landrace,S,6,,,,213.8638124,32.83628949,181.0275229,3.232634338,3.05519732,1.705430208,2,16,1.300819589,226.9506514,0.151997324,130.850864,15.14025016,117.9449541,90.66972477,142.9726033,30.46788991,8.550458716,0.280638362,1.94066156,3195.286697,70,128,102,18.46654322,10.71534383,7.339112869,0.0136,8,0.348534139,0.267120564,0.397017617,0.779289578,0.554221137,0.168136714,0.472865368,0.805901192,,
KGF_Rep2_SB3_Day9_132_1,Rep2_SB3_132_1,2,3,1,9,132,1,2_3_9_132_1,PI430596,China,Fujian,2,Landrace,S,6,,,,202.3988498,34.28234493,168.1165049,2.586407767,2.66314276,1.896019661,2,15,0.650220192,270.3337864,0.202338646,184.9485711,19.62540405,77.40776699,119.0485437,130.3909417,30.81553398,7.466019417,0.242281033,1.931944575,3120.712379,76,149,132,17.54180413,6.761240456,10.35187105,0.0148,7.5,0.349412807,0.230330872,0.448831189,0.740382895,0.428744705,0.208226363,0.488985507,0.771884058,90,106.625
KGF_Rep2_SB3_Day9_132_2,Rep2_SB3_132_2,2,3,1,9,132,2,2_3_9_132_2,PI430596,China,Fujian,2,Landrace,S,6,,,,296.0435499,31.84937515,264.1941748,2.695858926,3.700544374,3.076983443,3,,1.210236981,277.5386796,,234.146226,20.42138869,158.1650485,130.6893204,210.5336507,27.39805825,13.7184466,0.500708717,2.835611273,3875.964806,80,237,189,27.00049486,14.13639363,12.35498162,0.0135,7.67,0.341347227,0.190533267,0.397141395,0.795917339,0.510542229,0.208432604,0.50233512,0.88324399,90,157.875
KGF_Rep3_SB6_Day9_132_1,Rep3_SB6_132_1,3,6,2,9,132,1,3_6_9_132_1,PI430596,China,Fujian,2,Landrace,S,6,,,,117.1223714,27.79282598,89.32954545,2.030216942,2.342447429,1.583142356,1,9,1.22241797,187.576125,0.174103741,90.7748471,14.09051364,63.07954545,51.60227273,101.4803719,25.73863636,7.272727273,0.282560706,1.30785124,1965.806818,50,58,57,10.50003228,5.551782025,4.786157025,0.0129,9,0.29884253,0.212754982,0.40907998,1,0.345529254,0.188354754,0.46581079,1,74,66.25
KGF_Rep3_SB6_Day9_132_2,Rep3_SB6_132_2,3,6,2,9,132,2,3_6_9_132_2,PI430596,China,Fujian,2,Landrace,S,6,,,,118.1060237,27.26511461,90.84090909,2.162878788,2.036310754,1.540429982,1,10,2.285714286,198.4849205,0.178112978,84.34774651,14.27509844,80.72727273,35.31818182,114.0537836,25.45454545,8.875,0.348660714,1.322184917,2017.335227,58,61,58,10.82400891,7.096203512,3.578641529,0.0116,10,0.233895215,0.192923789,0.40416768,1,0.334295757,0.198116451,0.440220201,1,90,66.25
KGF_Rep4_SB7_Day9_132_1,Rep4_SB7_132_1,4,7,1,9,132,1,4_7_9_132_1,PI430596,China,Fujian,2,Landrace,S,6,,,,231.0249885,34.67204735,196.3529412,2.805042017,2.457712644,2.018917409,1,15,2.550200803,403.3862471,0.17247366,92.02224928,17.58117865,164.3529412,64.44705882,242.1912803,32.42352941,14.88235294,0.458998549,2.691764706,3805.070588,94,93,93,16.488391,11.53536332,4.708650519,0.0111,15,0.241730337,0.191335062,0.424489468,1,0.339930592,0.214940375,0.456281451,1,70,115.1666667
KGF_Rep4_SB7_Day9_132_2,Rep4_SB7_132_2,4,7,1,9,132,2,4_7_9_132_2,PI430596,China,Fujian,2,Landrace,S,6,,,,183.113397,34.18398522,148.9294118,2.707807487,3.05188995,1.608940551,1,13,2.362781544,329.0862706,0.18020466,102.9190102,18.10948801,127.1176471,53.8,219.8382699,31.96470588,13.17647059,0.41221936,2.128442907,3212.675,60,68,69,14.81128028,10.07778547,4.522906574,0.0097,13,0.256891924,0.200830466,0.37743102,0.999755262,0.338639701,0.187732972,0.434981237,0.999816446,74,88.33333333
KGF_Rep5_SB9_Day9_132_1,Rep5_SB9_132_1,5,9,1,9,132,1,5_9_9_132_1,PI430596,China,Fujian,2,Landrace,S,6,,,,151.8540837,30.17173074,121.6823529,2.483313325,2.530901395,1.624036765,1,14,3.376336668,255.8923529,0.182888149,95.9338039,16.12147948,115.1529412,34.10588235,152.0528028,28.04705882,10.6,0.377936242,1.7616609,2558.870588,60,63,62,13.47155709,10.40083045,2.828235294,0.0116,14,0.228202328,0.205879475,0.406315012,0.999384489,0.352474186,0.219634797,0.434836131,0.999384489,90,84.29166667
KGF_Rep5_SB9_Day9_132_2,Rep5_SB9_132_2,5,9,1,9,132,2,5_9_9_132_2,PI430596,China,Fujian,2,Landrace,S,6,,,,117.555929,29.13239962,88.42352941,1.842156863,1.896063371,1.647650061,1,9,3.223417994,195.2551412,0.173722927,74.5641254,14.73570013,88.09411765,27.32941176,110.1633218,26.98823529,7.976470588,0.295553618,1.357923875,1976.441176,62,58,60,9.708512111,7.182283737,2.379515571,0.0123,9,0.212468168,0.189156814,0.399861431,0.999274416,0.326431215,0.215576217,0.424103904,0.999346974,64,74.41666667
KGF_Rep6_SB12_Day9_132_1,Rep6_SB12_132_1,6,12,2,9,132,1,6_12_9_132_1,PI430596,China,Fujian,2,Landrace,S,6,,,,309.6750288,,267.46,2.40954955,2.211964492,2.629395337,6,14,0.934510105,468.20706,0.177236876,157.5672079,21.32010438,146.12,156.36,261.32865,38.19,12.93,0.338570306,3.0575,5335.94125,140,162,160,20.5409375,10.5134,9.505,0.0117,2.33,0.348764305,0.2191544,0.477969691,0.745803808,0.487727911,0.223078776,0.495577054,0.776824861,68,174.875
KGF_Rep6_SB12_Day9_132_2,Rep6_SB12_132_2,6,12,2,9,132,2,6_12_9_132_2,PI430596,China,Fujian,2,Landrace,S,6,,,,327.673658,,282.88,2.746407767,2.445325806,2.299432657,4,15,1.288657589,449.74289,0.168259709,165.4215822,21.77846275,180.76,140.27,276.5379,41.17,13.01,0.316006801,3.2408,5593.31,134,175,166,21.698975,12.9927,8.2184,0.0117,3.75,0.290752193,0.16265379,0.481692438,0.739308896,0.522132706,0.199725545,0.513108516,0.763459648,90,188.4583333
KGF_Rep7_SB14_Day9_132_1,Rep7_SB14_132_1,7,14,2,9,132,1,7_14_9_132_1,PI430596,China,Fujian,2,Landrace,S,6,,,,322.1971959,29.15225204,293.0449438,3.805778491,3.09804996,2.641305374,,,1.609349221,542.1021011,0.156157707,67.24063276,13.19064367,197.2808989,122.5842697,170.7812145,26.85393258,11.5505618,0.430125523,3.594748138,5403.752809,104,115,113,16.94514581,10.36295922,6.160080798,0.021,2.09,0.308627261,0.213172907,0.469695191,0.71460202,0.449369078,0.205342237,0.505822204,0.769581247,90,129.625
KGF_Rep7_SB14_Day9_132_2,Rep7_SB14_132_2,7,14,2,9,132,2,7_14_9_132_2,PI430596,China,Fujian,2,Landrace,S,6,,,,387.3588226,28.74084504,358.6179775,,3.952641047,2.192002355,,,1.721789574,646.7962584,0.163497245,75.99949303,13.56822177,243.4494382,141.3932584,209.7659386,26.41573034,14.87640449,0.563164611,4.326221437,6601.490169,98,106,108,22.96308863,14.65610403,7.716323697,0.0206,2.5,0.282592948,0.177405775,0.46339424,0.704716766,0.464494219,0.196743435,0.499253526,0.736443884,90,106.5833333
